date,description,debit,credit,cra_category,is_personal,needs_review,itc_amount,notes,itc_pct
2025-11-28,Branch Transaction ACCOUNT FEE,40.0,0.0,Bank Charges & Interest,False,False,1.9047619047619047,,1.0
2025-11-28,Point of Sale - Interac PURCHASE533211295946 PETRO-CANADA 37 4506*********765,80.06,0.0,Fuel & Petroleum,False,False,3.8123809523809524,,1.0
2025-11-26,Point of Sale - Interac PURCHASE000096032761 REDWATER REGIST 4506*********223,21.0,0.0,Vehicle Repairs & Maintenance,False,False,1.0,,1.0
2025-11-25,Point of Sale - Interac PURCHASE532915167413 PETRO-CANADA 37 4506*********765,147.48,0.0,Fuel & Petroleum,False,False,7.022857142857142,,1.0
2025-11-20,Point of Sale - Interac PURCHASE532413314007 PETRO-CANADA 37 4506*********765,144.87,0.0,Fuel & Petroleum,False,False,6.8985714285714295,,1.0
2025-11-20,Point of Sale - Interac PURCHASE532400511141 REDWATER NAPA A 4506*********765,61.29,0.0,Vehicle Repairs & Maintenance,False,False,2.9185714285714286,,1.0
2025-11-18,Electronic Funds Transfer GOVERNMENT CANADA,1000.0,0.0,Income Tax Installment,False,False,47.61904761904762,,1.0
2025-11-18,Electronic Funds Transfer GOVERNMENT CANADA,2250.05,0.0,GST Remittance,False,False,0.0,,0.0
2025-11-17,Electronic Funds Transfer BILL PAYMENT Koodo Mobile,114.29,0.0,Bank Charges & Interest,False,False,5.442380952380953,,1.0
2025-11-17,Electronic Funds Transfer LOAN PAYMENT 000025198990969 SCOTIA BANK - SPL LOAN PAYMENT,535.73,0.0,Vehicle Lease/Loan Payment,True,False,25.510952380952382,,1.0
2025-11-17,Point of Sale - Interac PURCHASE532111372309 PETRO-CANADA 37 4506*********765,150.56,0.0,Fuel & Petroleum,False,False,7.16952380952381,,1.0
2025-11-14,Electronic Funds Transfer LOAN PAYMENT BR : 3333 TD ON-LINE LOANS SYSTEM,1458.29,0.0,Vehicle Lease/Loan Payment,False,False,69.44238095238096,,1.0
2025-11-14,Point of Sale - Interac PURCHASE531814359720 DOLLARAMA #1289 4506*********223,75.61,0.0,Office Supplies,True,True,3.6004761904761904,,1.0
2025-11-14,Point of Sale - Interac PURCHASE531812145653 PETRO-CANADA 37 4506*********223,40.0,0.0,Fuel & Petroleum,False,False,1.9047619047619047,,1.0
2025-11-14,Point of Sale - Interac PURCHASE531811397299 PETRO-CANADA 37 4506*********765,137.87,0.0,Fuel & Petroleum,False,False,6.5652380952380955,,1.0
2025-11-14,Point of Sale - Interac PURCHASE531811131422 PETRO-CANADA 37 4506*********765,34.16,0.0,Fuel & Petroleum,False,False,1.6266666666666665,,1.0
2025-11-10,Internet Banking E-TRANSFER105692311578 rent@realtyfocus.com 4506*********765,1600.0,0.0,Office Rent - Commercial,False,False,76.19047619047619,,1.0
2025-11-10,Internet Banking E-TRANSFER105692311074 rent@realtyfocus.com 4506*********765,156.38,0.0,Office Rent - Commercial,False,False,7.446666666666666,,1.0
2025-11-10,Internet Banking INTERNET TRANSFER000000223323 TO: 00099/78-83439 4506*********765,5000.0,0.0,Shareholder Distribution,False,False,0.0,,0.0
2025-11-07,Point of Sale - Interac PURCHASE583001001055 GREEN SOLUTION 4506*********765,20.99,0.0,Personal - Not Deductible,True,False,0.9995238095238094,,1.0
2025-11-07,Point of Sale - Interac PURCHASE531200598334 UPTOWN PIZZA & 4506*********765,55.24,0.0,Meals & Entertainment (50%),False,False,2.6304761904761906,,1.0
2025-11-07,Point of Sale - Interac PURCHASE102001001058 FGP50206 FAS GA 4506*********765,7.55,0.0,Fuel & Petroleum,False,False,0.3595238095238095,,1.0
2025-11-07,Point of Sale - Interac PURCHASE531108965589 TIM HORTONS #76 4506*********765,2.52,0.0,Meals & Entertainment (50%),False,False,0.12,,1.0
2025-11-06,Point of Sale - Interac PURCHASE531000712093 LIQUOR STATION 4506*********765,20.24,0.0,Personal - Not Deductible,True,False,0.9638095238095238,,1.0
2025-11-06,Point of Sale - Interac PURCHASE582001001013 GREEN SOLUTION 4506*********765,35.69,0.0,Personal - Not Deductible,True,False,1.6995238095238094,,1.0
2025-11-06,Point of Sale - Interac PURCHASE531014414915 PETRO-CANADA 37 4506*********765,149.43,0.0,Fuel & Petroleum,False,False,7.115714285714286,,1.0
2025-11-06,Branch Transaction WIRE TSF 0692086 PRICEWATERHOUSECOOPERS INC LONG RUN EXPL CONTRACTOR INV 3,0.0,14727.0,Revenue,False,False,0.0,,0.0
